10            0             
10.0926       0             
10.1861       0             
10.2804       0             
10.3757       0             
10.4718       0             
10.5688       0             
10.6666       0             
10.7654       0             
10.8652       0             
10.9658       0             
11.0674       0             
11.1699       0             
11.2733       0             
11.3777       0             
11.4831       0             
11.5895       0             
11.6968       0             
11.8052       0             
11.9145       0             
12.0249       0             
12.1362       0             
12.2486       0             
12.3621       0             
12.4766       0             
12.5922       0             
12.7088       0             
12.8265       0             
12.9453       0             
13.0652       0             
13.1862       0             
13.3083       0             
13.4316       0             
13.556        0             
13.6816       0             
13.8083       0             
13.9362       0             
14.0653       0             
14.1955       0             
14.327        0             
14.4597       0             
14.5937       0             
14.7288       0             
14.8652       0             
15.0029       0             
15.1419       0             
15.2821       0             
15.4237       0             
15.5665       0             
15.7107       0             
15.8562       0             
16.0031       0             
16.1513       0             
16.3009       0             
16.4519       0             
16.6043       0             
16.7581       0             
16.9133       0             
17.0699       0             
17.2281       0             
17.3876       0             
17.5487       0             
17.7112       0             
17.8753       0             
18.0408       0             
18.2079       0             
18.3766       0             
18.5468       0             
18.7186       0             
18.8919       0             
19.0669       0             
19.2435       0             
19.4217       0             
19.6016       0             
19.7832       0             
19.9664       0             
20.1514       0             
20.338        0             
20.5264       0             
20.7165       0             
20.9084       0             
21.102        0             
21.2975       0             
21.4947       0             
21.6938       0             
21.8948       0             
22.0976       0             
22.3022       0             
22.5088       0             
22.7173       0             
22.9277       0             
23.1401       0             
23.3544       0             
23.5707       0             
23.789        0             
24.0093       0             
24.2317       0             
24.4562       0             
24.6827       0             
24.9113       0             
25.142        0             
25.3749       0             
25.6099       0             
25.8471       0             
26.0865       0             
26.3282       0             
26.572        0             
26.8181       0             
27.0665       0             
27.3172       0             
27.5702       0             
27.8256       0             
28.0833       0             
28.3434       0             
28.606        0             
28.8709       0             
29.1383       1.37951e-30   
29.4082       3.46245e-28   
29.6806       1.21615e-27   
29.9555       1.93512e-27   
30.2329       2.46557e-27   
30.513        3.13792e-27   
30.7956       3.97865e-27   
31.0808       5.05782e-27   
31.3687       6.40368e-27   
31.6592       8.11977e-27   
31.9525       1.01819e-26   
32.2484       1.28499e-26   
32.5471       1.60464e-26   
32.8486       2.01902e-26   
33.1528       2.51013e-26   
33.4599       3.14912e-26   
33.7698       3.89834e-26   
34.0826       4.87714e-26   
34.3983       6.01172e-26   
34.7169       7.50207e-26   
35.0384       9.20921e-26   
35.363        1.14658e-25   
35.6905       1.40164e-25   
36.0211       1.73655e-25   
36.3547       2.10861e-25   
36.6914       2.60294e-25   
37.0313       3.16814e-25   
37.3743       4.35124e-25   
37.7204       5.73908e-25   
38.0698       7.17887e-25   
38.4224       8.66472e-25   
38.7783       1.06677e-24   
39.1375       1.28307e-24   
39.5          1.5735e-24    
39.8658       1.88307e-24   
40.2351       2.30309e-24   
40.6077       2.7481e-24    
40.9838       3.34684e-24   
41.3634       3.97565e-24   
41.7466       4.83017e-24   
42.1332       5.72497e-24   
42.5235       6.94169e-24   
42.9173       8.20819e-24   
43.3148       9.93246e-24   
43.716        1.17325e-23   
44.1209       1.41215e-23   
44.5296       1.66343e-23   
44.942        1.99137e-23   
45.3583       2.33892e-23   
45.7784       2.79245e-23   
46.2024       3.28209e-23   
46.6303       3.93265e-23   
47.0622       4.62767e-23   
47.4981       5.47191e-23   
47.9381       6.39116e-23   
48.3821       7.55529e-23   
48.8302       8.82902e-23   
49.2825       1.03866e-22   
49.739        1.21076e-22   
50.1997       1.41883e-22   
50.6646       1.64994e-22   
51.1339       1.92595e-22   
51.6075       2.23536e-22   
52.0855       2.60453e-22   
52.5679       3.01932e-22   
53.0548       3.5047e-22    
53.5462       4.05328e-22   
54.0422       4.68892e-22   
54.5427       5.41416e-22   
55.0479       6.25155e-22   
55.5578       7.20436e-22   
56.0723       8.28095e-22   
56.5917       9.52126e-22   
57.1159       1.09258e-21   
57.6449       1.26246e-21   
58.1788       1.45823e-21   
58.7177       1.67613e-21   
59.2615       1.91146e-21   
59.8104       2.18545e-21   
60.3644       2.48633e-21   
60.9235       2.83748e-21   
61.4878       3.21977e-21   
62.0573       3.66786e-21   
62.6321       4.1521e-21    
63.2122       4.72097e-21   
63.7977       5.33089e-21   
64.3886       6.05092e-21   
64.985        6.81994e-21   
65.5869       7.71936e-21   
66.1943       8.67633e-21   
66.8074       9.80513e-21   
67.4262       1.10127e-20   
68.0507       1.24145e-20   
68.681        1.39089e-20   
69.3172       1.5642e-20    
69.9592       1.74921e-20   
70.6072       1.96246e-20   
71.2612       2.18931e-20   
71.9212       2.44639e-20   
72.5873       2.72106e-20   
73.2597       3.04015e-20   
73.9382       3.38218e-20   
74.623        3.77158e-20   
75.3142       4.18768e-20   
76.0118       4.66174e-20   
76.7158       5.16912e-20   
77.4264       5.74489e-20   
78.1435       6.35992e-20   
78.8673       7.04891e-20   
79.5978       7.786e-20     
80.335        8.62038e-20   
81.0791       9.51259e-20   
81.8301       1.05063e-19   
82.588        1.15684e-19   
83.3529       1.27559e-19   
84.125        1.40264e-19   
84.9042       1.54399e-19   
85.6906       1.69528e-19   
86.4842       1.8633e-19    
87.2853       2.04491e-19   
88.0937       2.24895e-19   
88.9097       2.46502e-19   
89.7332       2.69859e-19   
90.5643       2.9484e-19    
91.4031       3.22375e-19   
92.2497       3.51769e-19   
93.1041       3.83848e-19   
93.9665       4.18192e-19   
94.8368       4.55795e-19   
95.7152       4.9593e-19    
96.6017       5.39505e-19   
97.4965       5.86088e-19   
98.3995       6.36698e-19   
99.3109       6.90976e-19   
100.231       7.49846e-19   
101.159       8.11817e-19   
102.096       8.77244e-19   
103.042       9.49771e-19   
103.996       1.03078e-18   
104.959       1.11366e-18   
105.931       1.19847e-18   
106.913       1.29269e-18   
107.903       1.39666e-18   
108.902       1.50757e-18   
109.911       1.62443e-18   
110.929       1.75045e-18   
111.956       1.88386e-18   
112.993       2.02508e-18   
114.04        2.17221e-18   
115.096       2.3324e-18    
116.162       2.5022e-18    
117.238       2.68682e-18   
118.324       2.8814e-18    
119.42        3.08804e-18   
120.526       3.30238e-18   
121.642       3.53627e-18   
122.769       3.78158e-18   
123.906       4.05038e-18   
125.054       4.33068e-18   
126.212       4.62859e-18   
127.381       4.93448e-18   
128.561       5.26018e-18   
129.752       5.59605e-18   
130.954       5.97662e-18   
132.166       6.37179e-18   
133.391       6.77822e-18   
134.626       7.19416e-18   
135.873       7.66658e-18   
137.131       8.15486e-18   
138.402       8.67522e-18   
139.684       9.20563e-18   
140.977       9.77295e-18   
142.283       1.03519e-17   
143.601       1.09889e-17   
144.931       1.16374e-17   
146.273       1.23285e-17   
147.628       1.30333e-17   
148.996       1.3813e-17    
150.376       1.46099e-17   
151.768       1.54817e-17   
153.174       1.6372e-17    
154.593       1.73145e-17   
156.025       1.82784e-17   
157.47        1.92949e-17   
158.928       2.03436e-17   
160.4         2.14806e-17   
161.886       2.26508e-17   
163.385       2.38968e-17   
164.899       2.51711e-17   
166.426       2.64915e-17   
167.967       2.7875e-17    
169.523       2.93893e-17   
171.093       3.09525e-17   
172.678       3.25884e-17   
174.277       3.42767e-17   
175.892       3.60322e-17   
177.521       3.78478e-17   
179.165       3.97362e-17   
180.824       4.17123e-17   
182.499       4.37982e-17   
184.19        4.59896e-17   
185.896       4.83005e-17   
187.617       5.06987e-17   
189.355       5.31776e-17   
191.109       5.57536e-17   
192.879       5.84087e-17   
